Database S1.1,,,,,,,,,
Gd2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Co,2,Pt,4,O,-2
Gd2CoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Co,2,Ru,4,O,-2
Gd2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Cu,2,Mn,4,O,-2
Gd2CuTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Cu,2,Ti,4,O,-2
Gd2LiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Li,1,Ru,5,O,-2
Gd2MgIrO6,420875,Gd,3,Mg,2,Ir,4,O,-2
Gd2MgPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Mg,2,Pt,4,O,-2
Gd2MnRhO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Mn,3,Rh,3,O,-2
Gd2MnTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Mn,2,Ti,4,O,-2
Gd2NiMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Ni,2,Mn,4,O,-2
Gd2NiPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Ni,2,Pt,4,O,-2
Gd2NiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Ni,2,Ru,4,O,-2
Gd2ZnPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Gd,3,Zn,2,Pt,4,O,-2
Gd2ZnTiO6,251934,Gd,3,Zn,2,Ti,4,O,-2
Ho2CoMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Ho,3,Co,2,Mn,4,O,-2
Ho2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Ho,3,Co,2,Pt,4,O,-2
Ho2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Ho,3,Cu,2,Mn,4,O,-2
Ho2NiMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Ho,3,Ni,2,Mn,4,O,-2
Ho2NiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Ho,3,Ni,2,Ru,4,O,-2
In2NiMnO6,237528,In,3,Ni,2,Mn,4,O,-2
K2CsAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Cs,1,Al,3,F,-1
K2CsCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Cs,1,Cr,3,F,-1
K2CsFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Cs,1,Fe,3,F,-1
K2CsGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Cs,1,Ga,3,F,-1
K2CsVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Cs,1,V,3,F,-1
K2LiCoF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Li,1,Co,3,F,-1
K2LiCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Li,1,Cr,3,F,-1
K2LiFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Li,1,Fe,3,F,-1
K2LiGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Li,1,Ga,3,F,-1
K2LiInF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Li,1,In,3,F,-1
K2LiScCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",K,1,Li,1,Sc,3,Cl,-1
K2LiTmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",K,1,Li,1,Tm,3,Cl,-1
K2LiVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Li,1,V,3,F,-1
K2NaAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Na,1,Al,3,F,-1
K2NaCrF6,"Phys Solid State, 43, 1, 127-136 (2001)",K,1,Na,1,Cr,3,F,-1
K2NaFeF6,"Phys Solid State, 43, 1, 127-136 (2001)",K,1,Na,1,Fe,3,F,-1
K2NaGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Na,1,Ga,3,F,-1
K2NaScF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Na,1,Sc,3,F,-1
K2NaTmF6,"Prog. Solid State Chem. 14, 141-219 (1982)",K,1,Na,1,Tm,3,F,-1
K2NaVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Na,1,V,3,F,-1
K2NaYF6,"Prog. Solid State Chem. 14, 141-219 (1982)",K,1,Na,1,Y,3,F,-1
K2RbAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Rb,1,Al,3,F,-1
K2RbCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Rb,1,Cr,3,F,-1
K2RbFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Rb,1,Fe,3,F,-1
K2RbGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Rb,1,Ga,3,F,-1
K2RbVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,Rb,1,V,3,F,-1
K3BiCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,K,1,Bi,3,Cl,-1
K3FeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,K,1,Fe,3,F,-1
K3GaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,K,1,Ga,3,F,-1
K3GdF6,416295,K,1,K,1,Gd,3,F,-1
K3NdF6,"Mat. Sci. Eng. 24, 81-151 (1998)",K,1,K,1,Nd,3,F,-1
K3YF6,416296,K,1,K,1,Y,3,F,-1
La2CaTiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ca,2,Ti,4,O,-2
La2CaZrO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ca,2,Zr,4,O,-2
La2CoFeO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Co,3,Fe,3,O,-2
La2CoIrO6,79495,La,3,Co,2,Ir,4,O,-2
La2CoMnO6,151837,La,3,Co,2,Mn,4,O,-2
La2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Co,2,Pt,4,O,-2
La2CoRhO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Co,3,Rh,3,O,-2
La2CoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Co,2,Ru,4,O,-2
La2CoTiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Co,2,Ti,4,O,-2
La2CoV,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Co,2,V,4,O,-2
La2CrCoO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cr,3,Co,3,O,-2
La2CrFeO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cr,3,Fe,3,O,-2
La2CrMnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cr,3,Mn,3,O,-2
La2CrRhO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cr,3,Rh,3,O,-2
La2CuIrO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cu,2,Ir,4,O,-2
La2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cu,2,Mn,4,O,-2
La2CuRhO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cu,2,Rh,4,O,-2
La2CuRuO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cu,2,Ru,4,O,-2
La2CuSnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cu,2,Sn,4,O,-2
La2CuTiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cu,2,Ti,4,O,-2
La2CuZrO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Cu,2,Zr,4,O,-2
La2FeIrO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Fe,3,Ir,3,O,-2
La2FeMnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Fe,3,Mn,3,O,-2
La2FeRhO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Fe,3,Rh,3,O,-2
La2FeRuO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Fe,3,Ru,3,O,-2
La2FeTiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Fe,2,Ti,4,O,-2
La2FeVO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Fe,2,V,4,O,-2
La2GaCoO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ga,3,Co,3,O,-2
La2GaFeO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ga,3,Fe,3,O,-2
La2GaMnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ga,3,Mn,3,O,-2
La2GaNiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ga,3,Ni,3,O,-2
La2GaRuO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ga,3,Ru,3,O,-2
La2LiIrO6,414605,La,3,Li,1,Ir,5,O,-2
La2LiMoO6,202219,La,3,Li,1,Mo,5,O,-2
La2LiNbO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Li,1,Nb,5,O,-2
La2LiOsO6,416199,La,3,Li,1,Os,5,O,-2
La2LiReO6,168213,La,3,Li,1,Re,5,O,-2
La2LiRuO6,97487,La,3,Li,1,Ru,5,O,-2
La2LiSbO6,69192,La,3,Li,1,Sb,5,O,-2
La2LiVO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Li,1,V,5,O,-2
La2MgGeO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mg,2,Ge,4,O,-2
La2MgHfO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mg,2,Hf,4,O,-2
La2MgIrO6,79492,La,3,Mg,2,Ir,4,O,-2
La2MgMnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mg,2,Mn,4,O,-2
La2MgPtO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mg,2,Pt,4,O,-2
La2MgRhO6,88522,La,3,Mg,2,Rh,4,O,-2
La2MgRuO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mg,2,Ru,4,O,-2
La2MgSnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mg,2,Sn,4,O,-2
La2MgTiO6,152284,La,3,Mg,2,Ti,4,O,-2
La2MgZrO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mg,2,Zr,4,O,-2
La2MnIrO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mn,3,Ir,3,O,-2
La2MnRhO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mn,3,Rh,3,O,-2
La2MnRuO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mn,3,Ru,3,O,-2
La2MnTiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Mn,2,Ti,4,O,-2
La2MnVO6,163761,La,3,Mn,2,V,4,O,-2
La2NaIrO6,413634,La,3,Na,1,Ir,5,O,-2
La2NaOsO6,170175,La,3,Na,1,Os,5,O,-2
La2NaRuO6,413921,La,3,Na,1,Ru,5,O,-2
La2NiCoO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,3,Co,3,O,-2
La2NiFeO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,3,Fe,3,O,-2
La2NiGeO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,2,Ge,4,O,-2
La2NiIrO6,79494,La,3,Ni,2,Ir,4,O,-2
La2NiMnO6,186428,La,3,Ni,2,Mn,4,O,-2
La2NiPtO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,2,Pt,4,O,-2
La2NiRhO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,2,Rh,4,O,-2
La2NiRuO6,202277,La,3,Ni,2,Ru,4,O,-2
La2NiSnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,2,Sn,4,O,-2
La2NiTiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,2,Ti,4,O,-2
La2NiVO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,2,V,4,O,-2
La2NiZrO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Ni,2,Zr,4,O,-2
La2ScMnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Sc,3,Mn,3,O,-2
La2ZnHfO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Zn,2,Hf,4,O,-2
La2ZnIrO6,79493,La,3,Zn,2,Ir,4,O,-2
La2ZnMnO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Zn,2,Mn,4,O,-2
La2ZnPtO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Zn,2,Pt,4,O,-2
La2ZnRhO6,88523,La,3,Zn,2,Rh,4,O,-2
La2ZnRuO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Zn,2,Ru,4,O,-2
La2ZnTiO6,Prog. In Solid State Chem. 43 1-36 (2015),La,3,Zn,2,Ti,4,O,-2
Li2KAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,K,1,Al,3,F,-1
Li2KCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,K,1,Cr,3,F,-1
Li2KFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,K,1,Fe,3,F,-1
Li2KGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,K,1,Ga,3,F,-1
Li2KVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,K,1,V,3,F,-1
Li2NaAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Na,1,Al,3,F,-1
Li2NaCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Na,1,Cr,3,F,-1
Li2NaFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Na,1,Fe,3,F,-1
Li2NaGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Na,1,Ga,3,F,-1
Li2NaVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Na,1,V,3,F,-1
Li2RbAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Rb,1,Al,3,F,-1
Li2RbCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Rb,1,Cr,3,F,-1
Li2RbFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Rb,1,Fe,3,F,-1
Li2RbGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Rb,1,Ga,3,F,-1
Li2RbVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Rb,1,V,3,F,-1
Li3AlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Li,1,Al,3,F,-1
Li3CrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Li,1,Cr,3,F,-1
Li3FeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",li,1,Li,1,Fe,3,F,-1
Li3GaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Li,1,Ga,3,F,-1
Li3VF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Li,1,Li,1,V,3,F,-1
Lu2CoMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Lu,3,Co,2,Mn,4,O,-2
Lu2NiMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Lu,3,Ni,2,Mn,4,O,-2
Mn2AlSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Mn,2,Al,3,Sb,5,O,-2
Mn2CrSbO6,238799,Mn,3,Cr,3,Sb,3,O,-2
Mn2FeReO6,195628,Mn,2,Fe,3,Re,5,O,-2
Mn2FeSbO6,181147,Mn,2,Fe,3,Sb,5,O,-2
Mn2GaSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Mn,2,Ga,3,Sb,5,O,-2
Mn2VSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Mn,2,V,3,Sb,5,O,-2
Na2CsAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Cs,1,Al,3,F,-1
Na2CsCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Cs,1,Cr,3,F,-1
Na2CsFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Cs,1,Fe,3,F,-1
Na2CsGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Cs,1,Ga,3,F,-1
Na2CsVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Cs,1,V,3,F,-1
Na2KAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,K,1,Al,3,F,-1
Na2KCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,K,1,Cr,3,F,-1
Na2KFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,K,1,Fe,3,F,-1
Na2KGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,K,1,Ga,3,F,-1
Na2KVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,K,1,V,3,F,-1
Na2LiAlF6,280906,Na,1,Li,1,Al,3,F,-1
Na2LiCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Li,1,Cr,3,F,-1
Na2LiFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Li,1,Fe,3,F,-1
Na2LiGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Li,1,Ga,3,F,-1
Na2LiVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Li,1,V,3,F,-1
Na2RbAlF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Rb,1,Al,3,F,-1
Na2RbCrF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Rb,1,Cr,3,F,-1
Na2RbFeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Rb,1,Fe,3,F,-1
Na2RbGaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Rb,1,Ga,3,F,-1
Na2RbVF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Rb,1,V,3,F,-1
Na2SnTeO6,89017,Na,1,Sn,4,Te,6,O,-2
Na2TiTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Na,1,Ti,4,Te,6,O,-2
Na2ZrTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Na,1,Zr,4,Te,6,O,-2
Na3AlF6,74210,Na,1,Na,1,Al,3,F,-1
Na3CrF6,27070,Na,1,Na,1,Cr,3,F,-1
Na3DyCl6,422979,Na,1,Na,1,Dy,3,Cl,-1
Na3ErCl6,65145,Na,1,Na,1,Er,3,Cl,-1
Na3FeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Fe,3,F,-1
Na3GaF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ga,3,F,-1
Na3GdBr6,82354,Na,1,Na,1,Gd,3,Br,-1
Na3HoBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ho,3,Br,-1
Na3HoCl6,409508,Na,1,Na,1,Ho,3,Cl,-1
Na3HoF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ho,3,F,-1
Na3MnF6,66315,Na,1,Na,1,Mn,3,F,-1
Na3NiF6,26073,Na,1,Na,1,Ni,3,F,-1
Na3ScBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Sc,3,Br,-1
Na3ScCl6,166749,Na,1,Na,1,Sc,3,Cl,-1
Na3ScF6,400723,Na,1,Na,1,Sc,3,F,-1
Na3TiBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Ti,3,F,-1
Na3TiCl6,411050,Na,1,Na,1,Ti,3,Cl,-1
Na3VF6,27347,Na,1,Na,1,V,3,F,-1
Na3YbBr6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Yb,3,Br,-1
Na3YbCl6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Yb,3,Cl,-1
Na3YbF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Na,1,Na,1,Yb,3,F,-1
Na3YBr6,82355,Na,1,Na,1,Y,3,Br,-1
Na3YCl6,59886,Na,1,Na,1,Y,3,Cl,-1
Nd2CoMnO6,157948,Nd,3,Co,2,Mn,4,O,-2
Nd2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Co,2,Pt,4,O,-2
Nd2CoRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Co,2,Ru,4,O,-2
Nd2CuIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Ir,4,O,-2
Nd2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Mn,4,O,-2
Nd2CuSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Sn,4,O,-2
Nd2CuTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Cu,2,Ti,4,O,-2
Nd2GaMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Ga,3,Mn,3,O,-2
Nd2LiIrO6,414150,Nd,3,Li,1,Ir,5,O,-2
Nd2LiOsO6,416198,Nd,3,Li,1,Os,5,O,-2
Nd2LiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Li,1,Ru,5,O,-2
Nd2MgIrO6,420876,Nd,3,Mg,2,Ir,4,O,-2
Nd2MgPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mg,2,Pt,4,O,-2
Nd2MgSnO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mg,2,Sn,4,O,-2
Nd2MgTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mg,2,Ti,4,O,-2
Nd2MnNiO6,160727,Nd,3,Mn,3,Ni,3,O,-2
Nd2MnRhO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mn,3,Rh,3,O,-2
Nd2MnTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Mn,2,Ti,4,O,-2
Nd2NaIrO6,413636,Nd,3,Na,1,Ir,5,O,-2
Nd2NaOsO6,170177,Nd,3,Na,1,Os,5,O,-2
Nd2NaRuO6,413922,Nd,3,Na,1,Ru,5,O,-2
Nd2NiPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Ni,2,Pt,4,O,-2
Nd2NiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Nd,3,Ni,2,Ru,4,O,-2
