Database S1.1,,,,,,,,,
Sr2CoSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,3,Sb,5,O,-2
Sr2CoTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,3,Ta,5,O,-2
Sr2CoTeO6,195650,Sr,2,Co,2,Te,6,O,-2
Sr2CoTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Co,4,Ti,4,O,-2
Sr2CoUO6,152326,Sr,2,Co,2,U,6,O,-2
Sr2CoWO6,190596,Sr,2,Co,2,W,6,O,-2
Sr2CrMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,Mo,5,O,-2
Sr2CrNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,Nb,5,O,-2
Sr2CrOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,Os,5,O,-2
Sr2CrReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,Re,5,O,-2
Sr2CrRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,Ru,5,O,-2
Sr2CrSbO6,290789,Sr,2,Cr,3,Sb,5,O,-2
Sr2CrTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,Ta,5,O,-2
Sr2CrUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,U,5,O,-2
Sr2CrWO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cr,3,W,5,O,-2
Sr2CuMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cu,2,Mo,6,O,-2
Sr2CuOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cu,2,Os,6,O,-2
Sr2CuTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cu,2,Te,6,O,-2
Sr2CuWO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Cu,2,W,6,O,-2
Sr2DyBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Dy,3,Bi,5,O,-2
Sr2DyIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Dy,3,Ir,5,O,-2
Sr2DyMoO6,291317,Sr,2,Dy,3,Mo,5,O,-2
Sr2DyNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Dy,3,Nb,5,O,-2
Sr2DyReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Dy,3,Re,5,O,-2
Sr2DyRuO6,188479,Sr,2,Dy,3,Ru,5,O,-2
Sr2DySbO6,150865,Sr,2,Dy,3,Sb,5,O,-2
Sr2DyTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Dy,3,Ta,5,O,-2
Sr2DyUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Dy,3,U,5,O,-2
Sr2ErBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Er,3,Bi,5,O,-2
Sr2ErEuO6,160745,Sr,2,Er,3,Ru,5,O,-2
Sr2ErIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Er,3,Ir,5,O,-2
Sr2ErMoO6,291319,Sr,2,Er,3,Mo,5,O,-2
Sr2ErNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Er,3,Nb,5,O,-2
Sr2ErReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Er,3,Re,5,O,-2
Sr2ErSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Er,3,Sb,5,O,-2
Sr2ErTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Er,3,Ta,5,O,-2
Sr2ErUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Er,3,U,5,O,-2
Sr2EuBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Eu,3,Bi,5,O,-2
Sr2EuIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Eu,3,Ir,5,O,-2
Sr2EuMoO6,291315,Sr,2,Eu,3,Mo,5,O,-2
Sr2EuNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Eu,3,Nb,5,O,-2
Sr2EuRuO6,183715,Sr,2,Eu,3,Ru,5,O,-2
Sr2EuSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Eu,3,Sb,5,O,-2
Sr2EuTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Eu,3,Ta,5,O,-2
Sr2EuUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Eu,3,U,5,O,-2
Sr2FeBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Bi,5,O,-2
Sr2FeIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Ir,5,O,-2
Sr2FeMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Mo,5,O,-2
Sr2FeNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Nb,5,O,-2
Sr2FeOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Os,5,O,-2
Sr2FeReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Re,5,O,-2
Sr2FeRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Ru,5,O,-2
Sr2FeSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,3,Sb,5,O,-2
Sr2FeTaO6,172591,Sr,2,Fe,3,Ta,5,O,-2
Sr2FeTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Fe,4,Ti,4,O,-2
Sr2FeUO6,245614,Sr,2,Fe,2,U,6,O,-2
Sr2FeWO6,95517,Sr,2,Fe,2,W,6,O,-2
Sr2GaNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ga,3,Nb,5,O,-2
Sr2GaOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ga,3,Os,5,O,-2
Sr2GaReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ga,3,Re,5,O,-2
Sr2GaSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ga,3,Sb,5,O,-2
Sr2GaTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ga,3,Ta,5,O,-2
Sr2GdBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Gd,3,Bi,5,O,-2
Sr2GdIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Gd,3,Ir,5,O,-2
Sr2GdMoO6,291316,Sr,2,Gd,3,Mo,5,O,-2
Sr2GdNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Gd,3,Nb,5,O,-2
Sr2GdReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Gd,3,Re,5,O,-2
Sr2GdSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Gd,3,Sb,5,O,-2
Sr2GdTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Gd,3,Ta,5,O,-2
Sr2GdUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Gd,3,U,5,O,-2
Sr2HfNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Hf,4,Nb,4,O,-2
Sr2HoBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ho,3,Bi,5,O,-2
Sr2HoIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ho,3,Ir,5,O,-2
Sr2HoMoO6,291318,Sr,2,Ho,3,Mo,5,O,-2
Sr2HoNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ho,3,Nb,5,O,-2
Sr2HoReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ho,3,Re,5,O,-2
Sr2HoRuO6,90653,Sr,2,Ho,3,Ru,5,O,-2
Sr2HoSbO6,150864,Sr,2,Ho,3,Sb,5,O,-2
Sr2HoTaO6,191678,Sr,2,Ho,3,Ta,5,O,-2
Sr2HoUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ho,3,U,5,O,-2
Sr2InBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,In,3,Bi,5,O,-2
Sr2InNbO6,172169,Sr,2,In,3,Nb,5,O,-2
Sr2InOsO6,238316,Sr,2,In,3,Os,5,O,-2
Sr2InReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,In,3,Re,5,O,-2
Sr2InSbO6,154032,Sr,2,In,3,Sb,5,O,-2
Sr2InTaO6,188417,Sr,2,In,3,Ta,5,O,-2
Sr2InUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,In,3,U,5,O,-2
Sr2IrNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ir,3,Nb,5,O,-2
Sr2IrTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ir,3,Ta,5,O,-2
Sr2LaNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,La,3,Nb,5,O,-2
Sr2LaSbO6,246960,Sr,2,La,3,Sb,5,O,-2
Sr2LaTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,La,3,Ta,5,O,-2
Sr2LiOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Li,1,Os,7,O,-2
Sr2LiReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Li,1,Re,7,O,-2
Sr2LuIrO6,88157,Sr,2,Lu,3,Ir,5,O,-2
Sr2LuNbO6,192488,Sr,2,Lu,3,Nb,5,O,-2
Sr2LuRuO6,202866,Sr,2,Lu,3,Ru,5,O,-2
Sr2LuSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Lu,3,Sb,5,O,-2
Sr2LuTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Lu,3,Ta,5,O,-2
Sr2LuUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Lu,3,U,5,O,-2
Sr2MgMoO6,173119,Sr,2,Mg,2,Mo,6,O,-2
Sr2MgOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mg,2,Os,6,O,-2
Sr2MgReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mg,2,Re,6,O,-2
Sr2MgTeO6,290893,Sr,2,Mg,2,Te,6,O,-2
Sr2MgUO6,167923,Sr,2,Mg,2,U,6,O,-2
Sr2MgWO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mg,2,W,6,O,-2
Sr2MnMoO6,97744,Sr,2,Mn,2,Mo,6,O,-2
Sr2MnNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mn,3,Nb,5,O,-2
Sr2MnReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mn,2,Re,6,O,-2
Sr2MnRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mn,3,Ru,5,O,-2
Sr2MnSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mn,3,Sb,5,O,-2
Sr2MnTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mn,3,Ta,5,O,-2
Sr2MnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mn,2,Te,6,O,-2
Sr2MnTiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Mn,4,Ti,4,O,-2
Sr2MnUO6,245613,Sr,2,Mn,2,U,6,O,-2
Sr2MnWO6,165886,Sr,2,Mn,2,W,6,O,-2
Sr2NaIO6,425447,Sr,2,Na,1,I,7,O,-2
Sr2NaOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Na,1,Os,7,O,-2
Sr2NaReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Na,1,Re,7,O,-2
Sr2NdSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Nd,3,Sb,5,O,-2
Sr2NdTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Nd,3,Ta,5,O,-2
Sr2NdUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Nd,3,U,5,O,-2
Sr2NiMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ni,2,Mo,6,O,-2
Sr2NiOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ni,2,Os,6,O,-2
Sr2NiReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ni,2,Re,6,O,-2
Sr2NiUO6,245615,Sr,2,Ni,2,U,6,O,-2
Sr2NiWO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ni,2,W,6,O,-2
Sr2PbMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Pb,2,Mo,6,O,-2
Sr2PrSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Pr,3,Sb,5,O,-2
Sr2PrTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Pr,3,Ta,5,O,-2
Sr2RhNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Rh,3,Nb,5,O,-2
Sr2RhSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Rh,3,Sb,5,O,-2
Sr2RhTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Rh,3,Ta,5,O,-2
Sr2ScBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sc,3,Bi,5,O,-2
Sr2ScIrO6,88152,Sr,2,Sc,3,Ir,5,O,-2
Sr2ScNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sc,3,Nb,5,O,-2
Sr2ScOsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sc,3,Os,5,O,-2
Sr2ScReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sc,3,Re,5,O,-2
Sr2ScSbO6,262994,Sr,2,Sc,3,Sb,5,O,-2
Sr2ScTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sc,3,Ta,5,O,-2
Sr2SmBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sm,3,Bi,5,O,-2
Sr2SmIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sm,3,Ir,5,O,-2
Sr2SmNbO6,61434,Sr,2,Sm,3,Nb,5,O,-2
Sr2SmRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sm,3,Ru,5,O,-2
Sr2SmSbO6,246959,Sr,2,Sm,3,Sb,5,O,-2
Sr2SmTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sm,3,Ta,5,O,-2
Sr2SmUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sm,3,U,5,O,-2
Sr2TbIrO6,171490,Sr,2,Tb,3,Ir,5,O,-2
Sr2TbNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tb,3,Nb,5,O,-2
Sr2TbReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tb,3,Re,5,O,-2
Sr2TbRuO6,153132,Sr,2,Tb,3,Ru,5,O,-2
Sr2TbSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tb,3,Sb,5,O,-2
Sr2TbTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tb,3,Ta,5,O,-2
Sr2TiHfO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ti,4,Hf,4,O,-2
Sr2TiMoO6,189335,Sr,2,Ti,4,Mo,4,O,-2
Sr2TiNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ti,3,Nb,5,O,-2
Sr2TiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ti,4,Ru,4,O,-2
Sr2TiTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ti,3,Ta,5,O,-2
Sr2TiZrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Ti,4,Zr,4,O,-2
Sr2TmBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tm,3,Bi,5,O,-2
Sr2TmIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tm,3,Ir,5,O,-2
Sr2TmReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tm,3,Re,5,O,-2
Sr2TmRuO6,55715,Sr,2,Tm,3,Ru,5,O,-2
Sr2TmSbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Tm,3,Sb,5,O,-2
Sr2TmTaO6,95524,Sr,2,Tm,3,Ta,5,O,-2
Sr2VMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,V,4,Mo,4,O,-2
Sr2VNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,V,3,Nb,5,O,-2
Sr2VTaO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,V,3,Ta,5,O,-2
Sr2YbBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Yb,3,Bi,5,O,-2
Sr2YBiO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Y,3,Bi,5,O,-2
Sr2YbIrO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Yb,3,Ir,5,O,-2
Sr2YbMoO6,291320,Sr,2,Yb,3,Mo,5,O,-2
Sr2YbNbO6,280127,Sr,2,Yb,3,Nb,5,O,-2
Sr2YbReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Yb,3,Re,5,O,-2
Sr2YbRuO6,55716,Sr,2,Yb,3,Ru,5,O,-2
Sr2YbSbO6,193237,Sr,2,Yb,3,Sb,5,O,-2
Sr2YbTaO6,193236,Sr,2,Yb,3,Ta,5,O,-2
Sr2YbUO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Yb,3,U,5,O,-2
Sr2YIrO6,88154,Sr,2,Y,3,Ir,5,O,-2
Sr2YMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Y,3,Mo,5,O,-2
Sr2YNbO6,170684,Sr,2,Y,3,Nb,5,O,-2
Sr2YOsO6,238311,Sr,2,Y,3,Os,5,O,-2
Sr2YReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Y,3,Re,5,O,-2
Sr2YRuO6,49500,Sr,2,Y,3,Ru,5,O,-2
Sr2YSbO6,154033,Sr,2,Y,3,Sb,5,O,-2
Sr2YTaO6,170683,Sr,2,Y,3,Ta,5,O,-2
Sr2ZnMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Zn,2,Mo,6,O,-2
Sr2ZnReO6,173492,Sr,2,Zn,2,Re,6,O,-2
Sr2ZnTeO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Zn,2,Te,6,O,-2
Sr2ZnUO6,245616,Sr,2,Zn,2,U,6,O,-2
Sr2ZnWO6,190595,Sr,2,Zn,2,W,6,O,-2
Sr2ZrMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Zr,4,Mn,4,O,-2
Sr2ZrMoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Zr,4,Mo,4,O,-2
Sr2ZrNbO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Zr,4,Nb,4,O,-2
Sr3MoO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sr,2,Mo,6,O,-2
Sr3OsO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sr,2,Os,6,O,-2
Sr3ReO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sr,2,Re,6,O,-2
Sr3TeO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sr,2,Te,6,O,-2
Sr3UO6,72521,Sr,2,Sr,2,U,6,O,-2
Sr3WO6,Prog. In Solid State Chem. 43 1-36 (2015),Sr,2,Sr,2,W,6,O,-2
Tb2CoMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Tb,3,Co,2,Mn,4,O,-2
Tb2CoPtO6,Prog. In Solid State Chem. 43 1-36 (2015),Tb,3,Co,2,Pt,4,O,-2
Tb2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Tb,3,Cu,2,Mn,4,O,-2
Tb2LiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Tb,3,Li,1,Ru,5,O,-2
Tb2NiMnO6,163804,Tb,3,Ni,2,Mn,4,O,-2
Tb2ScMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Tb,3,Sc,3,Mn,3,O,-2
Tl2KInF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Tl,1,K,1,In,3,F,-1
Tl2LiLuCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Tl,1,Li,1,Lu,3,Cl,-1
Tl2LiScCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Tl,1,Li,1,Sc,3,Cl,-1
Tl2LiTmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Tl,1,Li,1,Tm,3,Cl,-1
Tl2LiYbCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Tl,1,Li,1,Yb,3,Cl,-1
Tl2NaScCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Tl,1,Na,1,Sc,3,Cl,-1
Tl2NaTmCl6,"Prog. Solid State Chem. 14, 141-219 (1982)",Tl,1,Na,1,Tm,3,Cl,-1
Tl2NaTmF6,"Prog. Solid State Chem. 14, 141-219 (1982)",Tl,1,Na,1,Tm,3,F,-1
Tl3FeF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Tl,1,Tl,1,Fe,3,F,-1
Tl3InF6,"Mat. Sci. Eng. 24, 81-151 (1998)",Tl,1,Tl,1,In,3,F,-1
Tm2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Tm,3,Cu,2,Mn,4,O,-2
Tm2NiMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Tm,3,Ni,2,Mn,4,O,-2
Tm2NiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Tm,3,Ni,2,Ru,4,O,-2
Y2CoMnO6,188982,Y,3,Co,2,Mn,4,O,-2
Y2CrMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Y,3,Cr,3,Mn,3,O,-2
Y2CuMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Y,3,Cu,2,Mn,4,O,-2
Y2MnNiO6,160728,Y,3,Mn,3,Ni,3,O,-2
Y2NiRuO6,Prog. In Solid State Chem. 43 1-36 (2015),Y,3,Ni,2,Ru,4,O,-2
Yb2NiMnO6,Prog. In Solid State Chem. 43 1-36 (2015),Yb,3,Ni,2,Mn,4,O,-2
